Gene1,Gene2,PartialCor,Condition
NT5DC3,SC4MOL,0.09981,LPS-24h
NT5DC3,TDRD1,-0.10335,LPS-24h
NT5DC3,ZNF701,-0.13823,LPS-24h
NUP107,PION,0.312,LPS-24h
NUP107,SMC4,0.14497,LPS-24h
NUP107,TPM4,-0.17783,LPS-24h
NUP107,UBE2E2,0.08232,LPS-24h
NUP107,ZNF763,0.19668,LPS-24h
OCIAD1,PACRGL,0.04678,LPS-24h
OCIAD1,PCDHB9,0.19242,LPS-24h
OCIAD1,PDCD7,0.06917,LPS-24h
OCIAD1,PDE4C,0.15879,LPS-24h
OCIAD1,PIP5K2B,0.17267,LPS-24h
OSCAR,PHRF1,0.1601,LPS-24h
OSCAR,RELB,0.1527,LPS-24h
OSCAR,SLC35E3,-0.11805,LPS-24h
OSCAR,ZNF845,0.10522,LPS-24h
OSCAR,ZYX,0.05326,LPS-24h
PACRGL,PLXNA4,0.15041,LPS-24h
PCDHB9,PLA2G2D,0.12232,LPS-24h
PCYOX1,PLEKHB2,0.15682,LPS-24h
PCYOX1,SORL1,0.18463,LPS-24h
PDCD7,RN7SL1,0.19983,LPS-24h
PDE4C,PION,0.07619,LPS-24h
PDE4C,PIP5K2B,0.08642,LPS-24h
PGA3,PTPLAD2,0.10714,LPS-24h
PGA3,SLAMF7,-0.17538,LPS-24h
PGA3,ZYX,0.14538,LPS-24h
PHAX,PPM1K,0.20778,LPS-24h
PHAX,RASSF6,0.15115,LPS-24h
PHAX,TNFSF15,0.16574,LPS-24h
PHF1,PNPT1,-0.14549,LPS-24h
PHF1,RAB3IP,0.28996,LPS-24h
PHF1,RELB,0.42446,LPS-24h
PHF1,SLAMF6,-0.10492,LPS-24h
PHF1,TRIM56,0.23858,LPS-24h
PHF1,UBE2E2,-0.13987,LPS-24h
PHRF1,SLC3A2,0.12721,LPS-24h
PHRF1,TRIM56,0.12333,LPS-24h
PHRF1,VHL,0.10456,LPS-24h
PHRF1,ZNF765,-0.10531,LPS-24h
PHRF1,ZNF777,2e-05,LPS-24h
PION,SSSCA1,-0.10678,LPS-24h
PIP5K2B,PLIN5,0.13821,LPS-24h
PIP5K2B,PNPT1,0.05831,LPS-24h
PIP5K2B,PPA2,0.3575,LPS-24h
PIP5K2B,SNX17,0.11784,LPS-24h
PLA2G2D,PLXNA4,0.26249,LPS-24h
PLA2G2D,PPA2,0.26757,LPS-24h
PLA2G2D,STAG3L3,0.13141,LPS-24h
PLEKHB2,PLIN5,0.03331,LPS-24h
PLEKHB2,POLR3A,0.11922,LPS-24h
PLEKHB2,PPA2,-0.03448,LPS-24h
PLEKHB2,QRFPR,0.2186,LPS-24h
PLEKHB2,SLC3A2,0.11753,LPS-24h
PLEKHB2,SLC47A1,0.06585,LPS-24h
PLEKHB2,SMC4,-0.1588,LPS-24h
PLEKHB2,SMCR5,-0.10081,LPS-24h
PLEKHB2,SPINK1,0.14658,LPS-24h
PLIN5,POFUT1,0.1203,LPS-24h
PLIN5,PRO1853,0.20551,LPS-24h
PLIN5,STK24,-0.09168,LPS-24h
PNPT1,POFUT1,0.08716,LPS-24h
PNPT1,PPM1K,0.21407,LPS-24h
PNPT1,PTPLAD2,0.14098,LPS-24h
PNPT1,RAB27A,-0.15312,LPS-24h
PNPT1,SLC3A2,-0.14959,LPS-24h
PNPT1,TNK2,0.11405,LPS-24h
PNPT1,TRIM56,0.18507,LPS-24h
POFUT1,PPA2,0.15606,LPS-24h
POFUT1,QRFPR,0.16593,LPS-24h
PPA2,PTPLAD2,0.09053,LPS-24h
PPA2,RPL7L1,0.37365,LPS-24h
PPA2,TRIM56,-0.07814,LPS-24h
PPA2,ZNF652,0.1585,LPS-24h
PPFIBP1,PPID,0.01224,LPS-24h
PPFIBP1,PRIM2,0.15169,LPS-24h
PPID,PRIM2,0.10392,LPS-24h
PPID,SC4MOL,0.10687,LPS-24h
PPID,SLC35E3,-0.04735,LPS-24h
PPID,SNRNP48,-0.08048,LPS-24h
PPID,SNX15,0.2731,LPS-24h
PPID,TMEM159,0.20662,LPS-24h
PPIL3,PRIM2,0.17428,LPS-24h
PPIL3,UTP20,0.17626,LPS-24h
PPIL3,ZNF430,-0.09928,LPS-24h
PPM1K,PRPF8,-0.14989,LPS-24h
PPM1K,QRFPR,0.13849,LPS-24h
PRIM2,PTPLAD2,0.0845,LPS-24h
PRIM2,RRP7B,-0.0595,LPS-24h
PRIM2,SEMA3E,0.06735,LPS-24h
PRIM2,SLC30A6,0.11189,LPS-24h
PRIM2,SNHG10,0.46035,LPS-24h
PRIM2,ZNF266,0.28473,LPS-24h
PRO1853,RHBDL2,0.32046,LPS-24h
PRO1853,SLC3A2,0.07782,LPS-24h
PRO1853,WDR74,0.34977,LPS-24h
PRPF8,RN7SL1,0.16099,LPS-24h
PRPF8,SLAMF7,-0.1073,LPS-24h
PRPF8,TNK2,-0.10324,LPS-24h
PRPF8,TPM4,-0.23811,LPS-24h
PTPLAD2,RHBDL2,0.0448,LPS-24h
PTPLAD2,SPTLC1,0.13221,LPS-24h
PTPLAD2,STAG3L3,-0.12623,LPS-24h
PTPLAD2,VPS41,0.18654,LPS-24h
QRFPR,RAB27A,0.09004,LPS-24h
QRFPR,RAG1AP1,0.16335,LPS-24h
QRFPR,RHBDL2,0.09831,LPS-24h
QRFPR,ZNF69,0.35862,LPS-24h
RAB27A,RAB3IP,0.1346,LPS-24h
RAB27A,SEMA3E,0.23756,LPS-24h
RAB27A,SLAMF7,-0.12526,LPS-24h
RAB27A,SMCR5,-0.05653,LPS-24h
RAB27A,TDRD1,0.16072,LPS-24h
RAB3IP,RELB,-0.21463,LPS-24h
RAB3IP,SLAMF6,-0.12505,LPS-24h
RAB3IP,SPC24,0.12523,LPS-24h
RAB3IP,TBC1D9,0.09605,LPS-24h
RAB3IP,TNK2,0.1515,LPS-24h
RAG1AP1,SC4MOL,0.12126,LPS-24h
RELB,TMBIM4,-0.10846,LPS-24h
RELB,ZHX2,0.20773,LPS-24h
RELB,ZNF765,0.08505,LPS-24h
RHBDL2,RPL7L1,0.11385,LPS-24h
RHBDL2,SLC47A1,-0.10963,LPS-24h
RHBDL2,SMCR5,0.17904,LPS-24h
RINL,SC4MOL,-0.09388,LPS-24h
RINL,VHL,0.14323,LPS-24h
RN7SL1,RPL7L1,0.10585,LPS-24h
RN7SL1,RRP7B,0.13805,LPS-24h
RN7SL1,TNK2,0.1116,LPS-24h
RPL7L1,RRP7B,-0.0633,LPS-24h
RPL7L1,SLC4A5,0.26053,LPS-24h
RPL7L1,TLK1,-0.11766,LPS-24h
RRP7B,SLC47A1,0.08721,LPS-24h
RRP7B,SNRNP48,-0.09834,LPS-24h
RRP7B,TRIM34,-0.13109,LPS-24h
RRP7B,ZC3HAV1L,0.04818,LPS-24h
RSU1,SEMA3E,0.07454,LPS-24h
RSU1,SLC4A5,-0.09951,LPS-24h
SC4MOL,TNK2,-0.16418,LPS-24h
SC4MOL,YEATS4,-0.14417,LPS-24h
SEMA3E,SNORD114-7,-0.03589,LPS-24h
SEMA3E,TDRD1,0.1581,LPS-24h
SEMA3E,TNFSF15,0.11146,LPS-24h
SEMA3E,XRCC2,0.12152,LPS-24h
SGK3,SLAMF6,0.11712,LPS-24h
SGK3,SLC35E3,0.07835,LPS-24h
SGK3,STK24,-0.13458,LPS-24h
SGK3,TPM4,0.05725,LPS-24h
SLAMF6,TPM3,-0.09423,LPS-24h
SLAMF7,SLC35E3,0.11555,LPS-24h
SLAMF7,TBC1D9,0.2196,LPS-24h
SLC30A6,TBCCD1,0.22038,LPS-24h
SLC35E3,SNX17,-0.0015,LPS-24h
SLC35E3,TBC1D15,0.20399,LPS-24h
SLC35E3,TBC1D9,0.21586,LPS-24h
SLC3A2,SORL1,-0.18718,LPS-24h
SLC3A2,WNT5A,0.12748,LPS-24h
SLC3A2,ZNF652,0.14881,LPS-24h
SLC3A2,ZYX,0.10888,LPS-24h
SLC47A1,SNORD3C,0.05451,LPS-24h
SLC4A5,SMCR5,0.17351,LPS-24h
SLC4A5,SPC24,0.12614,LPS-24h
SLC4A5,TBCCD1,0.07714,LPS-24h
SLC4A5,TNFSF14,0.07389,LPS-24h
SLC4A5,ZNF701,-0.14679,LPS-24h
SMAP1,STK24,0.13578,LPS-24h
SMAP1,TNFSF14,-0.11245,LPS-24h
SMC4,SNX17,-0.0794,LPS-24h
SMC4,TBC1D15,0.14007,LPS-24h
SMC4,TLK1,0.22813,LPS-24h
SMC4,TNFRSF10B,0.1615,LPS-24h
SMC4,VHL,0.16162,LPS-24h
SMCR5,STAG3L3,0.0967,LPS-24h
SMCR5,SULT1A1,0.15641,LPS-24h
SMCR5,TLK1,0.15623,LPS-24h
SMCR5,ZNF669,0.30216,LPS-24h
SNHG10,SNRNP48,0.12492,LPS-24h
SNHG10,STAG3L3,-0.08815,LPS-24h
SNHG10,TAF11,0.08968,LPS-24h
SNHG10,TMEM159,0.09623,LPS-24h
SNHG10,TP53BP2,0.21748,LPS-24h
SNORD114-7,SNX15,0.16985,LPS-24h
SNORD114-7,ZNF131,0.13293,LPS-24h
SNORD3A,SNORD3C,0.64884,LPS-24h
SNORD3A,SNORD3D,0.63873,LPS-24h
SNORD3A,ZNF701,-0.05093,LPS-24h
SNORD3C,SPTLC1,-0.06744,LPS-24h
SNORD3D,SPC24,0.09826,LPS-24h
SNORD3D,TBC1D9,0.06948,LPS-24h
SNRNP48,SPTLC1,-0.12424,LPS-24h
SNRNP48,TPM3,0.20017,LPS-24h
SNRNP48,TRIM34,0.26913,LPS-24h
SNRNP48,XRCC2,0.04035,LPS-24h
SNRNP48,ZNF266,0.36737,LPS-24h
SNX17,TBC1D9,-3e-05,LPS-24h
SNX17,UBE2E2,0.10688,LPS-24h
SNX17,ZNF777,0.14484,LPS-24h
SNX17,ZYX,0.18255,LPS-24h
SORL1,SPC24,-0.12827,LPS-24h
SORL1,SPINK1,-0.17517,LPS-24h
SORL1,SPTLC1,-0.08941,LPS-24h
SORL1,TNFRSF10B,0.09923,LPS-24h
SORL1,TPM4,-0.11323,LPS-24h
SPTLC1,SULT1A1,0.07699,LPS-24h
SPTLC1,TDRD1,0.11525,LPS-24h
SPTLC1,TMEM106A,0.12882,LPS-24h
SPTLC1,USP49,0.62553,LPS-24h
SRGAP1,TPM4,0.12859,LPS-24h
STAG3L3,TNK2,0.15082,LPS-24h
STAG3L3,TRIM34,0.11311,LPS-24h
STAG3L3,VHL,0.10524,LPS-24h
STAG3L3,ZNF738,-0.15121,LPS-24h
STAG3L3,ZNF786,0.11725,LPS-24h
STK24,TMBIM4,0.11707,LPS-24h
STK24,TNFRSF10B,-0.18207,LPS-24h
STK24,UBE2E2,-0.15852,LPS-24h
SULT1A1,TMEM17,0.06368,LPS-24h
SULT1A1,ZNF430,0.34561,LPS-24h
TAF11,TLK1,0.15156,LPS-24h
TAF13,TPM4,0.25395,LPS-24h
TBC1D15,ZNF701,0.09014,LPS-24h
TBC1D9,TNFRSF10B,0.08974,LPS-24h
TBC1D9,TNFSF14,-0.04432,LPS-24h
TBC1D9,TNK2,-0.16199,LPS-24h
TBC1D9,YEATS4,0.15926,LPS-24h
TBC1D9,ZYX,-0.2488,LPS-24h
TDRD1,TLK1,0.11713,LPS-24h
TDRD1,TNFSF15,0.17096,LPS-24h
TDRD1,TPM3,0.08823,LPS-24h
TDRD1,ZNF131,-0.16498,LPS-24h
TIPRL,YEATS4,0.17874,LPS-24h
TLK1,TMEM159,-0.12363,LPS-24h
TLK1,TNFRSF10B,-0.13102,LPS-24h
TLK1,TNK2,-0.11865,LPS-24h
TLK1,TP53BP2,0.13146,LPS-24h
TLK1,YEATS4,0.17439,LPS-24h
TMBIM4,TMEM159,-0.1119,LPS-24h
TMBIM4,TNFSF14,-0.09368,LPS-24h
TMBIM4,ZNF652,-0.14975,LPS-24h
TMBIM4,ZNF777,-0.19881,LPS-24h
TMEM106A,TRIM56,0.12018,LPS-24h
TMEM106A,YEATS4,-0.15964,LPS-24h
TMEM128,TMEM159,0.11755,LPS-24h
TMEM159,TMEM17,-0.07341,LPS-24h
TMEM159,TNFSF14,0.08462,LPS-24h
TMEM159,TRIM16L,0.13921,LPS-24h
TMEM159,USP49,0.06966,LPS-24h
TMEM159,ZC3HAV1L,0.34098,LPS-24h
TMEM17,TNFRSF10B,-0.11143,LPS-24h
TMEM17,TNFSF14,-0.10424,LPS-24h
TMEM17,XRCC2,0.29923,LPS-24h
TMEM17,ZNF394,0.27394,LPS-24h
TNFRSF10B,ZNF430,0.08291,LPS-24h
TNFRSF10B,ZNF763,0.11643,LPS-24h
TNFSF14,VPS41,0.08545,LPS-24h
TNFSF14,YRDC,0.15847,LPS-24h
TNFSF14,ZNF763,-0.06942,LPS-24h
TNFSF15,XRCC2,0.07295,LPS-24h
TNK2,TPM4,-0.09804,LPS-24h
TNK2,TRIM56,0.22355,LPS-24h
TNK2,USP49,-0.11274,LPS-24h
TNK2,YRDC,-0.06292,LPS-24h
TP53BP2,TPM4,-0.08239,LPS-24h
TP53BP2,TRIM16L,0.21155,LPS-24h
TP53BP2,YEATS4,0.06268,LPS-24h
TPM3,TRIM16L,0.05234,LPS-24h
TPM4,VHL,0.12167,LPS-24h
TRIM16L,TRIM34,0.22622,LPS-24h
TRIM16L,ZNF266,0.44214,LPS-24h
TRIM34,TTC21B,0.18773,LPS-24h
TTC21B,USP49,-0.05785,LPS-24h
UBE2E2,USP49,-0.11668,LPS-24h
USP49,VPS41,0.11309,LPS-24h
USP49,ZNF738,0.15415,LPS-24h
VHL,ZNF765,-0.12377,LPS-24h
VPS41,WDR74,0.15595,LPS-24h
VPS41,ZMAT3,-0.20858,LPS-24h
VPS41,ZNF14,0.13051,LPS-24h
VPS41,ZNF430,0.11388,LPS-24h
VPS41,ZNF557,0.33965,LPS-24h
XRCC2,YEATS4,0.11349,LPS-24h
XRCC2,YRDC,0.29762,LPS-24h
XRCC2,ZNF483,0.25243,LPS-24h
YEATS4,ZNF131,0.15992,LPS-24h
YEATS4,ZNF738,0.09421,LPS-24h
YRDC,ZNF14,0.25699,LPS-24h
YRDC,ZNF845,-0.21918,LPS-24h
ZC3HAV1L,ZMAT3,0.04605,LPS-24h
ZMAT3,ZNF131,-0.11543,LPS-24h
ZMAT3,ZNF394,0.31017,LPS-24h
ZNF131,ZNF763,-0.07372,LPS-24h
ZNF14,ZNF394,0.18009,LPS-24h
ZNF14,ZNF682,0.31949,LPS-24h
ZNF266,ZNF43,0.07844,LPS-24h
ZNF266,ZNF765,0.09903,LPS-24h
ZNF394,ZNF69,0.29225,LPS-24h
ZNF394,ZNF786,-0.1175,LPS-24h
ZNF430,ZNF652,-0.0136,LPS-24h
ZNF430,ZNF786,0.20033,LPS-24h
ZNF483,ZNF557,0.12529,LPS-24h
ZNF483,ZNF669,0.13487,LPS-24h
ZNF483,ZNF69,0.23592,LPS-24h
ZNF557,ZNF682,0.11344,LPS-24h
ZNF652,ZNF682,0.18494,LPS-24h
ZNF652,ZNF845,0.1635,LPS-24h
ZNF669,ZNF786,0.14095,LPS-24h
ZNF682,ZNF69,0.00064,LPS-24h
ZNF69,ZNF738,0.14369,LPS-24h
ZNF701,ZNF738,0.17787,LPS-24h
ZNF701,ZNF845,0.21662,LPS-24h
ZNF738,ZNF786,0.17839,LPS-24h
ZNF763,ZNF845,0.11696,LPS-24h
ABCF2,CD68,0.22093,Unstim
ABCF2,POLR3A,0.16643,Unstim
ACBD5,ADAMTS4,0.16329,Unstim
ACBD5,AKR1D1,2e-05,Unstim
ACBD5,C21orf55,0.08792,Unstim
ACBD5,CD68,-0.11923,Unstim
ACBD5,CDKN2AIPNL,-0.07791,Unstim
ACBD5,IMPACT,0.15264,Unstim
ACBD5,LOC100134229,0.23533,Unstim
ACBD5,MRP63,-0.10703,Unstim
ACBD5,POFUT1,-0.06961,Unstim
ACBD5,RUNDC2B,0.12357,Unstim
ACBD5,TBCCD1,0.39045,Unstim
ACBD5,TRIM34,0.11628,Unstim
ACBD5,ZNF765,-2e-05,Unstim
ADAMTS4,AFMID,-0.15221,Unstim
ADAMTS4,ANKRD30B,0.07377,Unstim
ADAMTS4,COX16,0.20013,Unstim
ADAMTS4,FDXACB1,0.02792,Unstim
ADAMTS4,GNB4,0.0413,Unstim
ADAMTS4,LOC641522,0.2958,Unstim
ADAMTS4,LRAP,-0.11159,Unstim
ADAMTS4,MCF2L2,0.41448,Unstim
ADAMTS4,NDUFC2,0.15361,Unstim
ADAMTS4,PPFIBP1,0.10188,Unstim
ADAMTS4,TBCCD1,0.21881,Unstim
ADAMTS4,TRIM16L,0.17403,Unstim
ADAMTS4,ZC3HAV1L,0.10885,Unstim
ADAMTS4,ZNF43,0.13214,Unstim
ADAMTS4,ZNF765,0.20671,Unstim
AFMID,AGTRAP,0.02859,Unstim
AFMID,AKR1D1,0.04031,Unstim
AFMID,AMFR,-0.01273,Unstim
AFMID,ANKRD30B,0.12367,Unstim
AFMID,C19orf12,-0.03431,Unstim
AFMID,C19orf31,0.05217,Unstim
AFMID,C21orf55,0.10175,Unstim
AFMID,C5orf28,0.04274,Unstim
AFMID,CAPS2,-0.04673,Unstim
AFMID,CDKN2AIPNL,-0.11448,Unstim
AFMID,CHST12,-0.09415,Unstim
AFMID,COX19,-0.11456,Unstim
AFMID,DUSP19,-0.08765,Unstim
AFMID,HCG2P7,-0.08249,Unstim
AFMID,KCNH6,-0.06722,Unstim
AFMID,LOC100128288,-0.04704,Unstim
AFMID,LOC100132391,-0.05644,Unstim
AFMID,LOC441087,-0.10517,Unstim
AFMID,LRAP,-0.17798,Unstim
AFMID,LYZ,0.42713,Unstim
AFMID,MCF2L2,0.07971,Unstim
AFMID,NDUFV3,0.17642,Unstim
AFMID,NOD1,0.05314,Unstim
AFMID,RAB27A,-0.10246,Unstim
AFMID,SEMA3E,-0.09136,Unstim
AFMID,SNHG10,0.08456,Unstim
AFMID,TP53BP2,0.26668,Unstim
AFMID,ZNF131,0.17601,Unstim
AFMID,ZNF394,-0.0647,Unstim
AFMID,ZNF682,-0.13463,Unstim
AFTPH,AIRE,-0.05433,Unstim
AFTPH,AMFR,-0.15683,Unstim
AFTPH,C4orf34,0.02739,Unstim
AFTPH,CCNB1IP1,-0.14473,Unstim
AFTPH,GSDM1,0.05647,Unstim
AFTPH,ICMT,0.1928,Unstim
AFTPH,IL12RB1,-0.101,Unstim
AFTPH,ISG20L2,0.0507,Unstim
AFTPH,KLHL8,0.1898,Unstim
AFTPH,LOC284821,0.09942,Unstim
AFTPH,LOC728457,-0.18474,Unstim
AFTPH,OSCAR,0.14533,Unstim
AFTPH,PHRF1,0.0928,Unstim
AFTPH,SLC3A2,-0.17119,Unstim
AFTPH,SORL1,0.16645,Unstim
AFTPH,TRIM56,0.1858,Unstim
AFTPH,WDR48,0.1282,Unstim
AFTPH,YEATS4,-0.13796,Unstim
AGTRAP,COX6A1,0.20264,Unstim
AGTRAP,HNRPR,-0.09971,Unstim
AGTRAP,IMPDH1,0.12427,Unstim
AGTRAP,JARID2,0.05586,Unstim
AGTRAP,LYRM7,-0.13615,Unstim
AGTRAP,NUP107,-0.20851,Unstim
AGTRAP,PION,-0.13204,Unstim
AGTRAP,RAB3IP,0.13311,Unstim
AGTRAP,SLC3A2,0.09024,Unstim
AGTRAP,SMAP1,0.16488,Unstim
AGTRAP,TMBIM4,0.00068,Unstim
AGTRAP,ZYX,0.18037,Unstim
AIRE,ALPP,-0.04814,Unstim
AIRE,ANAPC5,-0.08772,Unstim
AIRE,BCYRN1,-0.04828,Unstim
AIRE,CATSPER2,0.13791,Unstim
AIRE,CCDC125,-0.04351,Unstim
AIRE,CCR6,-0.16394,Unstim
AIRE,CD68,0.03314,Unstim
AIRE,CDAN1,0.21648,Unstim
AIRE,CHRNA5,-0.09465,Unstim
AIRE,DDX51,0.08828,Unstim
AIRE,EID2B,0.12049,Unstim
AIRE,FAM115A,-0.0735,Unstim
AIRE,FAM177A1,0.04828,Unstim
AIRE,FAM40B,-0.07764,Unstim
AIRE,FLJ46309,0.07776,Unstim
AIRE,GNB4,-0.08842,Unstim
AIRE,HCG2P7,0.29309,Unstim
AIRE,HIATL2,-0.17946,Unstim
AIRE,HNRPR,-0.09907,Unstim
AIRE,ICA1,0.11799,Unstim
AIRE,IFT88,-0.02811,Unstim
AIRE,ISG20L2,-0.07797,Unstim
AIRE,LILRB3,0.3261,Unstim
AIRE,LMOD3,-0.08467,Unstim
AIRE,LOC100132727,0.07113,Unstim
AIRE,LOC644642,0.09992,Unstim
AIRE,LOC653086,0.25985,Unstim
AIRE,MINK1,0.05828,Unstim
AIRE,NOD1,-0.10196,Unstim
AIRE,PHF1,-0.07025,Unstim
AIRE,PNPT1,0.24305,Unstim
AIRE,PRPF8,-0.10288,Unstim
AIRE,RPL7L1,0.13491,Unstim
AIRE,SPTLC1,0.10267,Unstim
AIRE,TBC1D15,-0.06574,Unstim
AIRE,VHL,-0.11261,Unstim
AIRE,ZNF682,0.1041,Unstim
AKR1D1,BFAR,-0.07654,Unstim
AKR1D1,CDAN1,0.15847,Unstim
AKR1D1,CHRNA5,-0.1346,Unstim
AKR1D1,CHST12,0.04768,Unstim
AKR1D1,FLJ38717,0.14895,Unstim
AKR1D1,IL18,0.19629,Unstim
AKR1D1,KCNH6,0.15057,Unstim
AKR1D1,LGALS3,-0.15606,Unstim
AKR1D1,LOC642947,0.10932,Unstim
AKR1D1,LOC728457,0.03855,Unstim
AKR1D1,LOC729603,0.27371,Unstim
AKR1D1,PPA2,0.2039,Unstim
AKR1D1,RPL7L1,0.11351,Unstim
AKR1D1,SLC35E3,-0.12016,Unstim
AKR1D1,TPM4,-0.10341,Unstim
AKR1D1,ZNF652,0.23535,Unstim
ALPP,AMFR,-0.04514,Unstim
ALPP,AMOTL2,0.04859,Unstim
ALPP,ANKRD30B,0.13284,Unstim
ALPP,BCYRN1,0.07802,Unstim
ALPP,C15orf63,0.09305,Unstim
ALPP,C19orf12,-0.04806,Unstim
ALPP,HSD17B7,0.2296,Unstim
ALPP,LOC100132391,0.06887,Unstim
ALPP,LOC255167,0.2406,Unstim
ALPP,LOC646996,0.34809,Unstim
ALPP,POFUT1,0.19583,Unstim
ALPP,ZNF738,0.21783,Unstim
AMFR,NLRP3,-2e-05,Unstim
AMFR,SGK3,0.15475,Unstim
AMFR,SORL1,0.1686,Unstim
AMOTL2,LOC100130276,0.13847,Unstim
ANAPC5,CCNB1IP1,0.24017,Unstim
ANAPC5,SNX17,0.30605,Unstim
ANAPC5,STAG3L3,0.23827,Unstim
ANKRD30B,BLZF1,0.09847,Unstim
ANKRD30B,CAPS2,0.17393,Unstim
ANKRD30B,LOC100132727,0.22134,Unstim
ANKRD30B,LOC653086,0.25427,Unstim
ANKRD30B,NOD1,-0.07362,Unstim
ANKRD30B,PNPT1,0.13103,Unstim
ANKRD30B,SNORD3D,0.09472,Unstim
ANKRD30B,TNFSF14,0.12569,Unstim
APOBEC3D,C1QA,0.18842,Unstim
APOBEC3D,CHST12,0.17523,Unstim
APOBEC3D,IL12RB1,0.20458,Unstim
APOBEC3D,LGALS3,-0.05156,Unstim
ARSG,BCYRN1,-0.09116,Unstim
ARSG,CCNB1IP1,0.17465,Unstim
ARSG,LEMD3,-0.13735,Unstim
ARSG,NCAPD2,0.21984,Unstim
ARSG,SORL1,0.10149,Unstim
ARSG,STK24,0.1983,Unstim
B3GNT5,CHST12,-0.05437,Unstim
B3GNT5,CPPED1,0.05534,Unstim
B3GNT5,IMPDH1,-0.13784,Unstim
B3GNT5,TIPRL,0.14857,Unstim
B3GNT5,TLK1,0.00019,Unstim
BATF3,COX6A1,0.19402,Unstim
BATF3,CYP27A1,-0.004,Unstim
BATF3,IL12RB1,0.30136,Unstim
BATF3,RINL,0.12333,Unstim
BCAS4,LOC100132540,0.10158,Unstim
BCYRN1,BLZF1,0.13703,Unstim
BCYRN1,COX19,0.13451,Unstim
BCYRN1,LOC644852,0.19727,Unstim
BCYRN1,ZNF786,0.18809,Unstim
BFAR,C12orf43,0.15162,Unstim
BFAR,DCLRE1C,0.10764,Unstim
BFAR,HSBP1,-0.1298,Unstim
BFAR,ISG20L2,0.25792,Unstim
BFAR,KLHL8,0.20166,Unstim
BFAR,NCAPD2,0.15169,Unstim
BFAR,RINL,0.2879,Unstim
BFAR,SLC3A2,-0.07447,Unstim
BFAR,SMAP1,0.14157,Unstim
BFAR,YEATS4,0.12167,Unstim
BIRC3,BLZF1,0.08062,Unstim
BIRC3,CAPS2,-0.15101,Unstim
BIRC3,COPZ1,-0.09835,Unstim
BIRC3,EPSTI1,0.08252,Unstim
BIRC3,JARID2,0.20078,Unstim
BIRC3,PHRF1,-0.10801,Unstim
BIRC3,RAB3IP,-0.09984,Unstim
BIRC3,RELB,0.17687,Unstim
BIRC3,RHBDL2,0.14428,Unstim
BIRC3,SNX15,-0.13928,Unstim
BIRC3,VPS41,0.13561,Unstim
BIRC3,ZNF669,0.26554,Unstim
BLZF1,BMS1P5,0.13717,Unstim
BLZF1,C21orf55,0.22526,Unstim
BLZF1,CCDC125,0.53475,Unstim
BLZF1,CREB1,-0.12257,Unstim
BLZF1,ZNF14,0.25315,Unstim
BMS1P5,C15orf63,0.10036,Unstim
BMS1P5,C3orf34,0.34216,Unstim
BMS1P5,LOC100128288,0.49814,Unstim
BTBD2,CRTC3,0.12229,Unstim
BTBD2,EVI5L,0.18732,Unstim
BTBD2,IMPDH1,0.14246,Unstim
BTBD2,PION,-0.1336,Unstim
BTBD2,TNK2,0.20382,Unstim
BTBD2,TRIM56,-0.1844,Unstim
BTBD2,WNT5A,2e-05,Unstim
C11orf63,C6orf170,0.30774,Unstim
C11orf63,GDPD1,0.21599,Unstim
C11orf63,LOC100128460,0.15751,Unstim
C11orf63,LOC100130276,0.26717,Unstim
C11orf63,TNFSF15,0.33869,Unstim
C12orf43,CAPS2,-0.16451,Unstim
C12orf43,CPPED1,0.17198,Unstim
C12orf43,FLJ38717,-0.10069,Unstim
C12orf43,LYRM7,0.15846,Unstim
C12orf43,MFSD11,0.15404,Unstim
C12orf43,PHF1,0.06947,Unstim
C12orf43,RAG1AP1,0.08664,Unstim
C12orf43,TAF13,-0.11786,Unstim
C12orf43,TMBIM4,-0.20159,Unstim
C12orf43,TRIM56,0.15694,Unstim
C12orf43,ZNF738,0.04139,Unstim
C15orf63,C1orf210,-0.11296,Unstim
C15orf63,C21orf24,0.3502,Unstim
C15orf63,STAG3L3,0.08052,Unstim
C15orf63,TMEM17,0.60438,Unstim
C19orf12,C1orf210,0.11049,Unstim
C19orf12,LMOD3,0.07434,Unstim
C19orf12,LOC100132540,0.68578,Unstim
C19orf12,SNRNP48,0.10948,Unstim
C19orf12,TTC21B,0.16506,Unstim
C19orf12,ZNF266,0.12412,Unstim
C19orf31,CCNB1IP1,-0.09705,Unstim
C19orf31,CCR6,0.18959,Unstim
C19orf31,FAM177A1,0.21653,Unstim
C19orf31,GLIPR1,0.11073,Unstim
C19orf31,ITIH5,0.08658,Unstim
C19orf31,LOC729439,0.10171,Unstim
C19orf31,PCDHB9,-0.18194,Unstim
C1orf151,C1orf210,0.27887,Unstim
C1orf151,COX6A1,0.08569,Unstim
C1orf151,NDUFC2,0.2372,Unstim
C1orf210,CDAN1,0.07799,Unstim
C1orf210,COX16,0.16567,Unstim
C1orf210,FDXACB1,0.1256,Unstim
C1orf210,PPFIBP1,0.32271,Unstim
C1QA,SLAMF7,0.23223,Unstim
C21orf24,C21orf55,0.10021,Unstim
C21orf24,C3orf34,0.05959,Unstim
C21orf55,C5orf28,0.10853,Unstim
C21orf55,C9orf80,0.10089,Unstim
C21orf55,CDAN1,0.31293,Unstim
C21orf55,CHRNA5,-0.02201,Unstim
